order_id,customer_id,order_date,status,channel,total_amount,shipping_cost
948,189,2026-07-05,Entregue,Website,958.3,43.46
949,246,2026-04-07,Entregue,Marketplace,3189.08,47.85
950,352,2024-12-20,Entregue,Marketplace,4285.65,16.86
951,152,2025-10-10,Entregue,Marketplace,7751.76,34.02
952,418,2025-06-29,Entregue,Website,7700.57,23.73
953,272,2025-02-08,Entregue,Website,774.28,26.54
954,3,2025-09-28,Entregue,Marketplace,527.72,2.39
955,560,2025-12-29,Entregue,Marketplace,12795.43,0.82
956,399,2025-02-17,Entregue,Marketplace,4568.68,8.86
957,22,2025-10-09,Entregue,Website,1990.84,6.49
958,556,2025-12-31,Entregue,Website,8348.65,3.81
959,117,2025-09-06,Entregue,Marketplace,12357.01,16.88
960,743,2025-05-14,Entregue,Website,22597.79,45.55
961,812,2025-06-17,Entregue,Marketplace,10332.01,5.18
962,469,2026-06-04,Entregue,Marketplace,16305.29,16.11
963,768,2025-05-03,Entregue,Website,32978.81,48.48
964,806,2025-06-22,Entregue,Marketplace,24268.64,12.3
965,999,2025-04-03,Entregue,Marketplace,2978.16,3.76
966,618,2025-12-08,Entregue,Website,256.87,18.13
967,127,2024-12-22,Entregue,Website,20936.73,28.82
968,103,2024-10-31,Entregue,Marketplace,145.42,37.62
969,759,2025-07-12,Entregue,Website,3492.43,6.84
970,44,2024-10-07,Entregue,Marketplace,8927.98,40.48
971,646,2026-01-18,Entregue,Website,2180.54,23.52
972,897,2026-03-04,Entregue,Marketplace,1191.08,28.83
973,198,2025-06-03,Entregue,Marketplace,2136.29,17.21
974,605,2025-02-26,Entregue,Website,8716.24,37.34
975,763,2025-09-27,Entregue,Website,15987.31,36.56
976,148,2024-09-29,Entregue,Website,1543.94,36.22
977,388,2024-12-31,Entregue,Marketplace,11045.21,22.17
978,679,2026-06-23,Entregue,Website,3751.01,24.5
979,537,2026-01-06,Entregue,Marketplace,157.01,10.19
980,182,2026-07-13,Entregue,Website,5751.91,23.66
981,498,2025-01-05,Entregue,Marketplace,14448.92,10.94
982,110,2024-09-23,Entregue,Website,4522.91,44.94
983,789,2025-09-24,Entregue,Marketplace,1171.69,28.4
984,739,2024-09-15,Entregue,Marketplace,3186.55,12.56
985,366,2025-05-30,Entregue,Marketplace,10308.22,37.95
986,1000,2026-01-02,Entregue,Marketplace,3135.91,35.92
987,288,2024-09-16,Entregue,Marketplace,817.22,44.66
988,96,2025-03-06,Entregue,Marketplace,16324.53,39.55
989,235,2026-03-08,Entregue,Marketplace,7024.74,0.0
990,177,2024-10-25,Entregue,Website,1609.65,11.71
991,203,2024-09-27,Entregue,Website,1274.18,14.75
992,33,2026-04-19,Entregue,Website,2438.78,36.29
993,486,2024-12-24,Entregue,Marketplace,14512.64,0.38
994,446,2025-08-13,Entregue,Website,2083.08,34.98
995,923,2025-08-20,Entregue,Marketplace,4514.18,44.32
996,456,2025-09-30,Entregue,Marketplace,8918.02,15.79
997,878,2026-02-08,Entregue,Website,21208.31,28.0
998,76,2026-07-08,Entregue,Website,2344.63,26.95
999,266,2025-03-14,Entregue,Marketplace,6295.86,16.6
1000,716,2025-11-17,Entregue,Website,16429.26,25.9
1001,32,2025-12-23,Entregue,Website,21542.37,16.12
1002,689,2025-03-11,Entregue,Website,6518.4,39.73
1003,808,2026-07-18,Enviado,Marketplace,2788.25,18.97
1004,46,2025-03-29,Entregue,Website,4745.09,0.14
1005,415,2026-04-11,Entregue,Marketplace,9425.89,28.15
1006,51,2026-01-05,Entregue,Marketplace,15833.43,15.51
1007,417,2024-11-03,Entregue,Website,11381.24,12.02
1008,268,2025-10-26,Entregue,Marketplace,3540.72,48.11
1009,193,2025-02-05,Entregue,Website,7784.99,19.99
1010,744,2025-12-31,Entregue,Website,1434.94,26.09
1011,743,2025-02-04,Entregue,Marketplace,8321.37,10.69
1012,364,2025-04-25,Entregue,Marketplace,3233.76,37.88
1013,739,2025-08-15,Entregue,Marketplace,2319.74,17.0
1014,812,2026-07-02,Entregue,Marketplace,11722.39,43.15
1015,852,2026-07-31,Enviado,Marketplace,148.7,1.88
1016,222,2025-09-27,Entregue,Website,4230.28,48.49
1017,93,2025-01-23,Entregue,Website,3688.31,35.57
1018,138,2026-01-01,Entregue,Marketplace,4439.81,32.2
1019,627,2026-07-12,Entregue,Marketplace,17132.49,37.92
1020,11,2026-01-29,Entregue,Website,4669.14,10.44
1021,115,2026-04-22,Entregue,Website,19729.08,41.88
1022,402,2024-09-12,Entregue,Marketplace,15290.34,30.49
1023,294,2026-05-17,Entregue,Website,1629.06,26.96
1024,775,2026-01-19,Entregue,Marketplace,3539.65,9.74
1025,79,2024-09-23,Entregue,Website,159.58,12.76
1026,418,2026-03-18,Entregue,Website,814.04,41.48
1027,405,2024-12-17,Entregue,Marketplace,1241.1,21.77
1028,437,2025-04-01,Entregue,Website,4342.19,46.94
1029,91,2025-03-22,Entregue,Website,15793.77,19.31
1030,498,2024-10-09,Entregue,Marketplace,15277.52,21.22
1031,489,2024-12-28,Entregue,Website,1802.28,20.37
1032,708,2026-03-25,Entregue,Website,2799.56,30.28
1033,595,2025-01-07,Entregue,Website,8969.45,40.16
1034,639,2025-04-19,Entregue,Marketplace,11721.55,38.33
1035,318,2024-12-04,Entregue,Website,5452.88,47.66
1036,441,2026-05-11,Entregue,Marketplace,1571.49,28.2
1037,572,2026-07-11,Entregue,Marketplace,1030.65,7.75
1038,32,2025-10-11,Entregue,Marketplace,939.5,8.7
1039,617,2025-04-19,Entregue,Marketplace,20586.42,32.51
1040,803,2026-05-22,Entregue,Website,17445.64,20.31
1041,646,2026-05-17,Entregue,Website,6933.65,46.17
1042,827,2025-02-08,Entregue,Marketplace,147.95,28.58
1043,409,2026-05-13,Entregue,Website,4750.39,12.03
1044,527,2025-08-22,Entregue,Marketplace,13360.42,30.02
1045,541,2025-06-20,Entregue,Website,11503.2,30.6
1046,535,2026-03-20,Entregue,Website,15456.56,43.59
1047,460,2026-01-24,Entregue,Website,22661.78,36.3
1048,579,2026-01-13,Entregue,Website,6891.9,38.46
1049,238,2025-07-14,Entregue,Website,4150.6,46.86
1050,210,2025-06-25,Entregue,Website,806.28,33.9
1051,225,2026-01-09,Entregue,Marketplace,18318.32,11.9
1052,744,2025-12-09,Entregue,Website,11748.79,43.23
1053,243,2025-12-09,Entregue,Marketplace,14343.97,10.24
1054,175,2026-04-05,Entregue,Website,10932.27,3.76
1055,532,2024-08-18,Entregue,Marketplace,7667.42,8.58
1056,347,2025-10-25,Entregue,Website,9240.59,28.62
1057,415,2025-03-19,Entregue,Website,796.87,43.01
1058,148,2025-04-28,Entregue,Website,5669.74,32.95
1059,696,2025-12-02,Entregue,Marketplace,17680.45,0.74
1060,179,2026-06-27,Entregue,Website,4037.66,49.09
1061,548,2025-11-18,Entregue,Marketplace,17648.15,11.76
1062,613,2025-07-02,Entregue,Marketplace,14848.31,25.37
1063,642,2024-10-31,Entregue,Marketplace,1307.55,48.12
1064,184,2026-03-31,Entregue,Website,10773.28,44.76
1065,66,2024-08-14,Entregue,Marketplace,15920.37,24.74
1066,545,2025-09-11,Entregue,Marketplace,1223.24,34.08
1067,244,2025-12-04,Entregue,Marketplace,8794.98,2.59
1068,172,2026-05-02,Entregue,Marketplace,3851.69,44.99
1069,608,2025-01-13,Entregue,Marketplace,5371.5,9.81
1070,809,2026-02-27,Entregue,Marketplace,4694.86,41.52
1071,267,2026-06-30,Entregue,Website,7499.82,34.22
1072,414,2024-11-20,Entregue,Website,3150.82,43.42
1073,963,2025-12-25,Entregue,Website,11520.78,28.0
1074,295,2024-12-18,Entregue,Marketplace,4250.99,11.21
1075,936,2024-09-08,Entregue,Marketplace,11761.92,29.95
1076,276,2026-06-30,Entregue,Website,1691.96,4.3
1077,375,2025-12-04,Entregue,Website,7465.45,40.88
1078,291,2025-03-22,Entregue,Website,9445.41,1.76
1079,62,2025-10-22,Entregue,Website,311.43,37.89
1080,540,2025-10-11,Entregue,Marketplace,4610.4,20.11
1081,812,2026-06-16,Entregue,Marketplace,15064.96,26.95
1082,287,2026-02-24,Entregue,Marketplace,6386.33,36.64
1083,7,2025-12-05,Entregue,Website,3224.92,2.14
1084,349,2026-03-28,Entregue,Marketplace,7661.6,1.69
1085,393,2025-09-11,Entregue,Marketplace,12289.85,29.32
1086,133,2025-10-15,Entregue,Marketplace,942.98,42.3
1087,825,2025-12-01,Entregue,Website,4234.99,35.38
1088,130,2024-11-06,Entregue,Website,190.43,30.33
1089,9,2026-05-26,Entregue,Website,6106.1,25.98
1090,806,2025-12-29,Entregue,Website,6566.67,44.99
1091,837,2026-01-28,Entregue,Marketplace,12418.1,19.12
1092,949,2025-09-12,Entregue,Website,1511.88,47.83
1093,581,2025-08-29,Entregue,Website,10517.74,37.05
1094,567,2025-10-24,Entregue,Website,7535.52,11.82
1095,554,2025-12-20,Entregue,Website,4846.79,16.01
1096,828,2026-04-27,Entregue,Marketplace,1559.61,14.49
1097,592,2025-10-31,Entregue,Marketplace,3226.44,30.56
1098,869,2025-04-07,Entregue,Marketplace,17513.0,0.13
1099,969,2025-02-03,Entregue,Website,3813.81,6.53
1100,407,2025-08-12,Entregue,Website,12065.05,27.4
1101,532,2024-08-24,Entregue,Marketplace,4026.87,17.47
1102,818,2025-11-01,Entregue,Website,2450.58,10.1
1103,167,2025-07-25,Entregue,Website,27090.32,43.6
1104,591,2026-03-26,Entregue,Marketplace,2703.77,49.61
1105,96,2025-05-15,Entregue,Website,11412.59,7.26
1106,121,2025-05-24,Entregue,Marketplace,14662.68,20.51
1107,413,2024-11-18,Entregue,Website,14728.39,6.48
1108,761,2025-08-13,Entregue,Marketplace,9602.42,46.62
1109,214,2026-07-17,Enviado,Website,17329.5,22.77
1110,538,2025-12-08,Entregue,Website,1611.86,46.1
1111,132,2024-08-26,Entregue,Website,9894.71,42.0
1112,598,2025-12-29,Entregue,Marketplace,710.33,41.17
1113,435,2025-03-25,Entregue,Marketplace,8175.74,27.48
1114,491,2025-08-14,Entregue,Website,14057.4,27.88
1115,130,2024-08-16,Entregue,Marketplace,1571.67,26.55
1116,885,2025-08-31,Entregue,Website,1163.0,41.39
1117,293,2024-09-10,Entregue,Website,5877.84,12.48
1118,927,2025-11-13,Entregue,Marketplace,8292.29,47.83
1119,862,2026-06-17,Entregue,Website,11061.43,6.84
1120,826,2025-02-24,Entregue,Marketplace,2546.55,27.69
1121,966,2025-08-12,Entregue,Website,19161.14,24.45
1122,63,2024-11-16,Entregue,Marketplace,13413.23,4.22
1123,504,2026-08-06,Enviado,Website,3421.19,40.05
1124,541,2025-08-06,Entregue,Marketplace,4669.97,22.34
1125,942,2025-08-24,Entregue,Marketplace,14661.66,46.1
1126,273,2025-02-01,Entregue,Marketplace,142.78,20.74
1127,26,2025-01-28,Entregue,Website,3818.05,39.76
1128,479,2026-01-27,Entregue,Website,5911.06,45.7
1129,600,2024-09-13,Entregue,Website,11174.41,27.19
1130,842,2025-12-31,Entregue,Marketplace,6952.03,46.46
1131,105,2025-02-24,Entregue,Marketplace,4229.84,45.4
1132,976,2025-09-27,Entregue,Website,11610.3,24.25
1133,16,2025-07-02,Entregue,Website,14481.01,35.57
1134,109,2024-10-01,Entregue,Website,2333.77,20.54
1135,819,2025-05-06,Entregue,Website,30412.21,11.76
1136,73,2025-07-21,Entregue,Marketplace,11668.92,44.71
1137,585,2025-12-06,Entregue,Marketplace,11996.3,48.63
1138,849,2025-07-04,Entregue,Website,13488.73,42.11
1139,574,2025-04-16,Entregue,Website,18766.59,23.17
1140,507,2024-09-06,Entregue,Website,7036.03,8.85
1141,408,2025-06-11,Entregue,Website,1557.93,14.64
1142,856,2026-01-26,Entregue,Marketplace,3361.25,19.19
1143,67,2025-02-05,Entregue,Marketplace,21093.0,0.58
1144,798,2024-09-04,Entregue,Website,15893.86,13.3
1145,854,2025-09-14,Entregue,Website,889.18,4.46
1146,775,2025-03-23,Entregue,Website,12091.48,17.89
1147,850,2025-10-11,Entregue,Website,1417.72,45.5
1148,714,2025-04-24,Entregue,Marketplace,11143.53,13.68
1149,854,2025-01-20,Entregue,Website,2523.7,4.84
1150,869,2025-06-20,Entregue,Website,8815.09,39.36
1151,255,2025-05-18,Entregue,Marketplace,15697.28,34.82
1152,800,2024-08-29,Entregue,Marketplace,10195.25,49.73
1153,64,2025-08-24,Entregue,Website,8802.55,41.63
1154,587,2026-07-22,Entregue,Website,16489.15,14.94
1155,335,2025-02-05,Entregue,Marketplace,135.15,13.11
1156,373,2024-10-20,Entregue,Marketplace,7003.34,37.81
1157,878,2025-05-23,Entregue,Marketplace,11538.34,12.9
1158,10,2026-03-13,Entregue,Marketplace,4929.74,8.01
1159,903,2025-11-02,Entregue,Marketplace,9082.73,34.7
1160,258,2025-04-29,Entregue,Marketplace,805.22,49.67
1161,406,2024-11-28,Entregue,Marketplace,22690.05,35.55
1162,654,2025-06-16,Entregue,Marketplace,776.19,3.81
1163,258,2025-10-30,Entregue,Website,7906.8,36.77
1164,971,2025-02-11,Entregue,Website,1137.1,15.49
1165,260,2026-02-09,Entregue,Marketplace,16534.81,39.85
1166,150,2025-01-15,Entregue,Website,1768.13,42.28
1167,158,2024-11-19,Entregue,Marketplace,17630.32,14.27
1168,702,2024-09-08,Entregue,Website,18689.53,40.98
1169,34,2025-04-27,Entregue,Marketplace,7108.26,30.44
1170,235,2026-01-24,Entregue,Marketplace,23552.35,42.39
1171,69,2025-09-27,Entregue,Marketplace,606.23,17.27
1172,438,2024-12-13,Entregue,Website,3054.19,41.29
1173,804,2024-11-06,Entregue,Website,13674.62,0.78
1174,753,2025-03-18,Entregue,Marketplace,23727.27,40.2
1175,38,2025-04-23,Entregue,Website,10766.58,43.09
1176,155,2025-01-01,Entregue,Website,9905.77,49.27
1177,911,2026-04-28,Entregue,Website,17858.92,0.81
1178,838,2026-03-04,Entregue,Marketplace,20256.17,9.47
1179,49,2025-03-02,Entregue,Marketplace,17949.25,13.82
1180,4,2024-11-14,Entregue,Marketplace,8164.92,40.87
1181,276,2024-12-04,Entregue,Website,12509.23,3.69
1182,536,2026-07-29,Enviado,Marketplace,4562.55,38.65
1183,582,2025-12-19,Entregue,Marketplace,15710.43,7.97
1184,75,2026-02-01,Entregue,Marketplace,9993.18,1.53
1185,987,2025-02-10,Entregue,Website,12580.25,19.01
1186,981,2025-12-17,Entregue,Website,10949.28,23.03
1187,288,2026-05-07,Entregue,Website,13590.93,30.43
1188,376,2024-10-05,Entregue,Marketplace,2833.74,45.81
1189,498,2026-05-09,Entregue,Website,15673.46,15.95
1190,55,2025-09-12,Entregue,Marketplace,4452.48,8.58
1191,909,2025-12-11,Entregue,Marketplace,3104.77,0.25
1192,935,2024-11-11,Entregue,Website,11295.39,8.05
1193,814,2026-03-26,Entregue,Marketplace,6560.45,0.31
1194,657,2024-11-19,Entregue,Website,14030.47,4.57
1195,205,2024-10-08,Entregue,Website,3224.33,1.64
1196,16,2026-07-05,Entregue,Website,14340.34,47.85
1197,480,2024-12-18,Entregue,Marketplace,17332.09,29.65
1198,208,2024-12-22,Entregue,Marketplace,2694.71,40.55
1199,37,2026-07-05,Entregue,Marketplace,1426.41,16.61
1200,304,2025-01-20,Entregue,Website,1934.93,48.54
1201,280,2025-02-16,Entregue,Marketplace,5537.48,1.95
1202,817,2026-07-04,Entregue,Marketplace,8396.13,20.29
1203,950,2026-02-22,Entregue,Marketplace,7341.39,35.23
1204,924,2025-11-30,Entregue,Marketplace,13817.21,5.36
1205,704,2025-08-04,Entregue,Website,11725.01,7.12
1206,380,2026-04-06,Entregue,Website,11913.36,15.76
1207,922,2025-09-18,Entregue,Marketplace,3529.19,43.6
1208,778,2025-12-19,Entregue,Website,776.51,3.95
1209,953,2026-07-14,Enviado,Marketplace,11043.22,48.33
1210,726,2024-09-02,Entregue,Marketplace,7785.86,32.2
1211,637,2026-06-25,Entregue,Website,2702.65,48.49
1212,122,2026-03-19,Entregue,Website,7947.42,13.87
1213,642,2025-09-25,Entregue,Website,6939.43,47.77
1214,151,2025-08-16,Entregue,Website,3911.25,18.07
1215,499,2025-01-11,Entregue,Website,14137.07,32.21
1216,712,2024-08-21,Entregue,Website,2221.23,35.83
1217,22,2025-10-12,Entregue,Website,7925.41,19.63
1218,134,2026-07-05,Entregue,Marketplace,1543.53,9.18
1219,597,2025-09-02,Entregue,Website,8914.23,31.39
1220,983,2024-11-25,Entregue,Marketplace,7247.59,25.52
1221,632,2026-07-11,Entregue,Website,4083.31,14.08
1222,790,2024-12-30,Entregue,Marketplace,13567.76,15.58
1223,475,2026-02-13,Entregue,Website,4365.51,34.75
1224,770,2025-06-05,Entregue,Website,18923.0,9.05
1225,97,2025-08-20,Entregue,Marketplace,2774.6,5.32
1226,381,2024-10-27,Entregue,Marketplace,5289.63,27.51
1227,707,2025-11-14,Entregue,Marketplace,4146.75,8.37
1228,726,2026-04-08,Entregue,Website,3961.63,37.52
1229,521,2024-11-09,Entregue,Marketplace,20084.35,44.96
1230,235,2026-03-09,Entregue,Website,3551.93,33.12
1231,671,2026-02-13,Entregue,Website,12463.59,36.56
1232,225,2025-04-04,Entregue,Website,13594.0,6.53
1233,49,2025-03-02,Entregue,Marketplace,16824.06,12.67
1234,849,2025-12-09,Entregue,Marketplace,6495.3,22.85
1235,833,2026-06-17,Entregue,Website,7755.79,23.48
1236,167,2025-05-28,Entregue,Website,4297.77,28.37
1237,378,2025-10-05,Entregue,Marketplace,8008.96,42.07
1238,294,2026-07-11,Entregue,Marketplace,2533.89,15.03
1239,202,2025-05-31,Entregue,Marketplace,1582.16,30.23
1240,867,2025-06-20,Entregue,Website,23121.71,19.27
1241,329,2026-03-07,Entregue,Marketplace,4187.6,33.68
1242,978,2024-12-12,Entregue,Website,25325.01,26.69
1243,347,2025-02-12,Entregue,Website,3690.66,44.37
1244,36,2025-10-01,Entregue,Website,4576.97,3.88
1245,400,2024-09-21,Entregue,Marketplace,4773.05,24.97
1246,954,2025-02-20,Entregue,Marketplace,1122.34,48.11
1247,130,2026-01-30,Entregue,Website,10859.34,8.85
1248,314,2025-11-01,Entregue,Website,9370.6,40.74
1249,407,2025-02-09,Entregue,Marketplace,1842.5,42.21
1250,735,2025-08-06,Entregue,Website,8737.09,13.28
1251,325,2025-02-26,Entregue,Marketplace,3788.96,10.67
1252,674,2025-11-03,Entregue,Marketplace,5876.66,11.3
1253,749,2024-10-11,Entregue,Website,23142.98,24.78
1254,918,2025-01-18,Entregue,Website,10597.49,21.65
1255,841,2026-05-24,Entregue,Website,8465.01,11.13
1256,48,2026-04-02,Entregue,Marketplace,9325.55,40.76
1257,317,2024-08-29,Entregue,Website,2816.07,15.99
1258,709,2026-06-27,Entregue,Website,2495.11,38.46
1259,931,2025-04-02,Entregue,Website,5556.77,9.92
1260,181,2025-04-14,Entregue,Website,1969.04,30.05
1261,915,2025-08-08,Entregue,Website,10731.5,45.48
1262,631,2025-09-11,Entregue,Website,10627.93,44.68
1263,94,2025-06-04,Entregue,Website,16069.14,27.56
1264,102,2025-02-08,Entregue,Website,12407.39,24.57
1265,986,2025-05-09,Entregue,Website,3587.57,35.3
1266,157,2026-03-17,Entregue,Website,19257.56,47.61
1267,415,2025-05-13,Entregue,Website,11247.44,18.85
1268,813,2026-01-14,Entregue,Marketplace,13575.08,13.79
1269,791,2024-11-04,Entregue,Website,8896.21,32.66
1270,294,2025-12-10,Entregue,Marketplace,13257.16,11.46
1271,378,2026-04-05,Entregue,Website,4764.53,21.41
1272,217,2026-04-14,Entregue,Marketplace,12633.6,22.54
1273,668,2026-01-22,Entregue,Marketplace,7617.49,4.8
1274,250,2025-07-31,Entregue,Marketplace,15428.99,45.3
1275,692,2025-02-19,Entregue,Website,7630.28,23.02
1276,964,2026-05-10,Entregue,Marketplace,10731.4,10.15
1277,71,2024-09-25,Entregue,Marketplace,5220.93,42.11
1278,729,2026-02-14,Entregue,Website,4494.15,0.06
1279,907,2025-01-26,Entregue,Website,3709.22,20.99
1280,339,2025-11-07,Entregue,Website,4196.13,1.15
1281,999,2026-07-29,Entregue,Marketplace,11317.34,30.82
1282,184,2025-02-13,Entregue,Marketplace,1805.05,17.49
1283,241,2025-05-20,Entregue,Website,5716.21,42.67
1284,805,2025-05-14,Entregue,Website,6743.55,39.59
1285,462,2025-10-15,Entregue,Marketplace,3751.41,11.32
1286,337,2026-05-22,Entregue,Marketplace,3496.87,6.42
1287,118,2025-10-18,Entregue,Marketplace,5205.23,38.08
1288,39,2025-05-31,Entregue,Website,1485.98,0.51
1289,843,2024-09-26,Entregue,Website,15665.27,7.07
1290,542,2026-06-13,Entregue,Marketplace,18452.5,9.52
1291,227,2025-05-11,Entregue,Website,9026.59,3.62
1292,672,2025-10-21,Entregue,Website,5322.52,0.94
1293,406,2025-05-05,Entregue,Website,16113.05,1.63
1294,499,2025-09-28,Entregue,Marketplace,1008.54,44.46
1295,213,2025-07-25,Entregue,Marketplace,2978.97,2.92
1296,433,2026-03-03,Entregue,Marketplace,13924.11,16.92
1297,111,2026-03-09,Entregue,Website,384.09,10.22
1298,260,2025-03-13,Entregue,Marketplace,5200.97,23.42
1299,803,2026-04-22,Entregue,Marketplace,2170.18,18.26
1300,625,2025-09-05,Entregue,Marketplace,4218.82,37.55
1301,753,2025-02-08,Entregue,Marketplace,1729.41,40.8
1302,470,2024-11-19,Entregue,Website,25805.02,47.33
1303,795,2025-05-08,Entregue,Website,6972.34,41.58
1304,656,2026-03-23,Entregue,Website,10246.94,26.84
1305,777,2024-08-28,Entregue,Marketplace,17471.46,35.63
1306,705,2025-08-31,Entregue,Marketplace,13481.4,40.37
1307,908,2024-11-01,Entregue,Website,15773.9,24.7
1308,226,2024-12-16,Entregue,Marketplace,1407.35,9.09
1309,181,2024-12-22,Entregue,Marketplace,12089.4,33.96
1310,454,2025-04-08,Entregue,Website,17209.14,15.24
1311,321,2025-04-25,Entregue,Website,7475.84,39.4
1312,464,2025-10-12,Entregue,Marketplace,3889.73,23.71
1313,86,2024-10-24,Entregue,Website,6578.91,40.48
1314,74,2025-07-09,Entregue,Marketplace,21187.7,46.2
1315,832,2026-01-10,Entregue,Website,1777.05,32.29
1316,266,2026-03-21,Entregue,Website,7576.49,32.32
1317,97,2026-07-07,Entregue,Website,7041.76,39.11
1318,512,2025-12-02,Entregue,Marketplace,10119.31,14.9
1319,570,2025-11-01,Entregue,Website,25090.44,19.47
1320,852,2025-10-06,Entregue,Marketplace,6943.43,26.04
1321,829,2025-12-27,Entregue,Website,5159.95,8.95
1322,627,2026-07-04,Entregue,Marketplace,467.05,26.59
1323,524,2025-04-02,Entregue,Website,15482.56,4.5
1324,756,2025-06-27,Entregue,Website,7006.49,35.31
1325,766,2025-01-27,Entregue,Website,1415.3,26.96
1326,48,2025-10-29,Entregue,Marketplace,8939.13,40.48
1327,786,2025-02-11,Entregue,Website,5026.51,2.98
1328,395,2025-06-16,Entregue,Website,14418.93,10.72
1329,313,2024-12-21,Entregue,Website,945.92,0.04
1330,811,2025-09-09,Entregue,Website,23985.22,10.06
1331,230,2026-03-20,Entregue,Marketplace,10079.23,44.89
1332,98,2025-09-18,Entregue,Website,9798.26,21.12
1333,479,2026-06-21,Entregue,Marketplace,1582.18,47.83
1334,361,2025-02-12,Entregue,Marketplace,5067.2,28.98
1335,783,2026-05-26,Entregue,Website,25506.09,30.58
1336,167,2026-03-21,Entregue,Marketplace,11466.17,16.31
1337,634,2024-09-08,Entregue,Marketplace,13291.59,24.22
1338,822,2025-08-25,Entregue,Marketplace,2468.62,5.63
1339,300,2025-10-18,Entregue,Website,9913.84,13.26
1340,33,2025-08-05,Entregue,Website,7967.3,19.92
1341,1,2026-03-30,Entregue,Website,1588.87,43.75
1342,835,2026-04-13,Entregue,Website,10123.38,30.94
1343,400,2026-08-05,Entregue,Marketplace,12198.87,5.09
1344,936,2025-01-03,Entregue,Website,14658.37,32.68
1345,45,2024-08-23,Entregue,Marketplace,2157.86,24.2
1346,626,2026-08-08,Entregue,Marketplace,2484.2,43.61
1347,340,2025-06-21,Entregue,Website,6678.61,10.77
1348,334,2025-07-01,Entregue,Marketplace,14141.27,29.86
1349,171,2026-07-07,Entregue,Website,5542.83,0.17
1350,798,2025-03-31,Entregue,Marketplace,2592.97,11.84
1351,559,2026-05-02,Entregue,Website,9773.35,30.87
1352,54,2025-09-01,Entregue,Website,10638.68,18.16
1353,874,2026-07-25,Entregue,Website,6211.83,41.66
1354,228,2025-01-31,Entregue,Website,3849.15,6.24
1355,534,2025-03-08,Entregue,Website,2790.64,21.36
1356,911,2025-01-30,Entregue,Website,12421.81,40.6
1357,852,2024-08-30,Entregue,Website,2622.1,46.33
1358,703,2024-09-08,Entregue,Marketplace,10580.78,9.4
1359,408,2025-09-23,Entregue,Website,2375.54,49.35
1360,386,2025-07-03,Entregue,Marketplace,15628.11,13.1
1361,853,2026-03-15,Entregue,Marketplace,2731.74,8.19
1362,535,2024-09-01,Entregue,Marketplace,4477.25,45.23
1363,305,2024-08-13,Entregue,Marketplace,6816.07,29.14
1364,184,2025-04-09,Entregue,Website,14259.56,3.57
1365,938,2026-03-11,Entregue,Marketplace,221.38,46.27
1366,779,2026-08-08,Processando,Marketplace,3377.58,49.1
1367,654,2025-07-31,Entregue,Website,12164.67,10.5
1368,633,2026-03-03,Entregue,Website,12125.84,41.67
1369,321,2024-10-09,Entregue,Website,28044.92,37.73
1370,879,2025-09-22,Entregue,Website,16033.74,42.64
1371,877,2025-02-12,Entregue,Website,7603.86,2.14
1372,815,2025-12-05,Entregue,Marketplace,28142.28,10.28
1373,634,2026-08-04,Enviado,Website,12412.35,31.33
1374,899,2026-06-06,Entregue,Website,4486.82,5.06
1375,876,2026-04-21,Entregue,Website,9455.45,27.24
1376,639,2026-08-05,Entregue,Marketplace,5155.07,47.94
1377,987,2026-02-02,Entregue,Website,17224.45,1.87
1378,465,2026-02-08,Entregue,Website,13834.22,26.44
1379,942,2024-09-09,Entregue,Website,5521.31,28.48
1380,277,2025-04-19,Entregue,Marketplace,6832.74,37.72
1381,202,2026-03-02,Entregue,Website,10921.71,32.09
1382,520,2025-03-13,Entregue,Marketplace,9019.53,10.28
1383,620,2026-03-17,Entregue,Website,960.44,31.13
1384,653,2026-02-01,Entregue,Marketplace,5876.94,48.47
1385,947,2024-10-27,Entregue,Marketplace,7579.54,3.39
1386,8,2025-09-10,Entregue,Marketplace,1993.02,37.9
1387,507,2025-09-11,Entregue,Marketplace,1724.86,4.99
1388,659,2025-01-17,Entregue,Website,16721.74,2.97
1389,262,2025-08-15,Entregue,Marketplace,4670.69,10.23
1390,853,2026-07-13,Enviado,Website,2503.52,20.96
1391,392,2025-01-26,Entregue,Marketplace,11614.57,4.96
1392,812,2024-10-28,Entregue,Website,13890.24,19.55
1393,140,2024-11-20,Entregue,Marketplace,17086.37,47.77
1394,906,2024-09-30,Entregue,Website,20328.12,32.75
1395,114,2025-08-18,Entregue,Website,1450.29,27.36
1396,314,2025-06-05,Entregue,Website,824.3,20.35
1397,664,2025-12-03,Entregue,Marketplace,4464.18,0.77
1398,760,2026-01-24,Entregue,Marketplace,10462.4,39.89
1399,668,2025-09-21,Entregue,Marketplace,12669.7,30.13
1400,109,2026-04-30,Entregue,Website,5290.87,28.75
1401,862,2026-01-12,Entregue,Website,3740.11,8.54
1402,389,2026-01-07,Entregue,Website,1541.97,45.39
1403,503,2024-10-13,Entregue,Marketplace,29179.29,30.99
1404,854,2026-06-13,Entregue,Website,2205.19,39.27
1405,974,2024-11-11,Entregue,Website,1146.82,25.21
1406,421,2024-11-17,Entregue,Marketplace,14306.37,13.72
1407,703,2026-06-08,Entregue,Website,12115.55,43.31
1408,762,2024-12-04,Entregue,Marketplace,14988.75,22.67
1409,957,2025-07-20,Entregue,Marketplace,18786.3,37.11
